@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}

@data
193,'2020/06/08 14:59:01:455',6,-1005.62384,-418.353271,-141.972977,-344.531494,-1049.943604,-457.952026,-348.896149,-418.67218,-0.696692,0.109904,-361.031464,-650.055725,1012.918457,-699.753967,-156.205627,-633.381226,773.963074,-672.963135,5,5
194,'2020/06/08 14:59:01:527',6,-1005.733948,-422.75708,-138.160095,-353.717743,-1063.167969,-457.012695,-349.284515,-421.924957,-0.720991,0.162016,-359.95636,-648.571716,1013.117798,-699.654907,-156.565262,-632.610352,773.946045,-673.13092,5,5
195,'2020/06/08 14:59:01:600',6,-359.764374,-647.622192,1014.448303,-700.520203,-156.384903,-632.207947,774.510254,-673.685974,-0.092832,0.049365,-1005.281433,-418.935486,-138.497208,-359.676849,-1066.365845,-452.684052,-349.876038,-422.574402,5,5
196,'2020/06/08 14:59:01:675',6,-1004.979004,-429.598602,-138.801605,-364.683075,-1056.237793,-465.351135,-350.971771,-424.978882,-0.733387,0.170897,-360.190948,-648.273254,1007.685669,-699.817688,-156.816422,-635.303833,770.429199,-673.578857,5,5
197,'2020/06/08 14:59:01:749',6,-1007.836121,-430.429688,-137.857849,-368.218018,-1055.493652,-462.954773,-350.069214,-428.434753,-0.715289,0.162182,-359.871796,-647.611694,1008.217712,-699.983948,-156.710251,-635.232788,770.651672,-674.100159,5,5
198,'2020/06/08 14:59:01:824',6,-1015.143372,-428.213348,-137.339325,-372.45752,-1061.188965,-464.928467,-350.327301,-429.701813,-0.721542,0.184256,-359.837891,-647.635376,1008.217102,-700.024475,-156.699722,-635.257568,770.652222,-674.135071,5,5
199,'2020/06/08 14:59:01:916',6,-359.959045,-650.827026,1009.222717,-700.628052,-155.096878,-635.747314,771.525391,-673.39856,-0.118011,0.055121,-1020.195862,-428.983917,-136.579727,-374.305939,-1060.072266,-465.516296,-348.978943,-430.466461,5,5
200,'2020/06/08 14:59:01:990',6,-360.733917,-650.193176,1015.442383,-697.440857,-155.878586,-634.524658,774.825439,-672.146484,-0.088493,0.039077,-1025.077515,-426.872009,-136.588181,-379.880768,-1063.034302,-464.515259,-349.466309,-434.278839,5,5
201,'2020/06/08 14:59:02:063',6,-981.437988,-388.975525,-136.741379,-381.075775,-1028.550781,-430.2229,-350.225098,-435.223785,-0.725211,0.161246,-360.83075,-650.623291,1015.556458,-697.249634,-155.854889,-634.767395,774.856689,-672.009277,5,5
202,'2020/06/08 14:59:02:138',6,-1012.488037,-419.058136,-139.014511,-383.165649,-1071.860352,-461.962921,-353.082977,-440.254639,-0.743057,0.206172,-361.548431,-650.398926,1008.405212,-696.945435,-154.681259,-636.273682,770.144409,-672.68988,5,5
203,'2020/06/08 14:59:02:214',6,-1025.526855,-435.654175,-142.547028,-388.304749,-1071.645386,-472.352966,-353.139069,-444.446808,-0.736758,0.193564,-360.98761,-650.882813,1009.775635,-696.374878,-155.928589,-636.579468,771.026306,-672.723572,5,5
204,'2020/06/08 14:59:02:302',6,-991.683472,-409.404144,-144.247299,-389.865234,-1049.579712,-442.524963,-355.177948,-445.086273,-0.735889,0.173737,-362.034729,-652.069519,1013.736938,-698.316101,-152.966904,-637.667603,774.480103,-673.635559,5,5
205,'2020/06/08 14:59:02:381',6,-360.516113,-652.675659,1015.570374,-698.036255,-153.928421,-637.728088,775.321289,-673.68866,-0.100197,0.047322,-964.112427,-459.133728,-144.130722,-390.831696,-1033.523193,-483.701263,-354.92569,-444.383484,5,5
206,'2020/06/08 14:59:02:456',6,-931.160217,-424.149475,-147.97319,-392.920013,-1009.661194,-447.299744,-357.546875,-445.717224,-0.736994,0.101096,-358.98938,-653.216248,1015.409607,-697.476624,-153.431046,-637.556946,775.32135,-673.668518,5,5
207,'2020/06/08 14:59:02:531',6,-900.352295,-397.374969,-150.228653,-394.151611,-988.842834,-435.173645,-356.707092,-445.940063,-0.723154,0.079738,-358.225098,-652.395569,1017.560486,-699.194275,-152.377914,-637.236633,777.023438,-674.342041,5,5
208,'2020/06/08 14:59:02:605',6,-883.295227,-386.803894,-152.069382,-393.892731,-984.36145,-428.947571,-357.816895,-446.670105,-0.726264,0.076621,-359.093201,-651.431763,1016.964661,-700.296631,-153.170151,-637.282715,775.984863,-675.645874,5,5
209,'2020/06/08 14:59:02:681',6,-360.95871,-657.579712,1018.227478,-697.96936,-153.08078,-639.196411,777.517578,-676.505737,-0.086098,0.045598,-864.502686,-390.891876,-153.869476,-395.336273,-983.799744,-415.495514,-358.261475,-443.248169,5,5
210,'2020/06/08 14:59:02:757',6,-859.372009,-380.900543,-154.158524,-395.729034,-972.829407,-423.718262,-357.708221,-444.4935,-0.711941,0.075026,-362.012482,-657.12677,1015.881042,-700.152222,-154.22847,-639.153687,774.693481,-678.649048,5,5
211,'2020/06/08 14:59:02:830',6,-854.306274,-378.245819,-155.733521,-393.616302,-969.88031,-423.743835,-357.941956,-443.902679,-0.716538,0.067138,-359.81012,-656.286438,1018.202881,-700.26825,-154.838547,-639.16095,776.418213,-678.102356,5,5
212,'2020/06/08 14:59:02:901',6,-850.079529,-377.993591,-155.347153,-393.571228,-966.376587,-423.698792,-357.926971,-443.171356,-0.713251,0.063673,-361.846008,-658.388855,1019.275452,-700.570435,-154.514038,-639.973022,777.031555,-677.652588,5,5
213,'2020/06/08 14:59:02:975',6,-850.043457,-377.994476,-155.317276,-393.559143,-966.35321,-423.700745,-357.904785,-443.161163,-0.713207,0.063641,-361.860687,-657.95874,1020.361206,-701.39325,-152.814743,-640.993469,777.736938,-678.656006,5,5
214,'2020/06/08 14:59:03:052',6,-361.860931,-657.958191,1020.361084,-701.392395,-152.814697,-640.993164,777.737,-678.655457,-0.070503,0.036828,-848.191345,-389.582825,-155.05394,-393.423767,-977.42865,-416.751495,-359.759766,-442.835358,5,5
215,'2020/06/08 14:59:03:123',6,-849.12854,-378.084137,-156.369217,-395.850159,-966.021301,-422.222748,-357.971436,-444.713501,-0.708106,0.066413,-361.816528,-657.657227,1020.09845,-700.862305,-152.89679,-640.774658,777.555908,-678.327942,5,5
216,'2020/06/08 14:59:03:196',6,-848.255066,-377.115082,-156.080109,-395.148865,-963.985474,-422.73349,-358.797394,-444.967377,-0.70807,0.053211,-361.906677,-657.699036,1020.046448,-700.800781,-152.945282,-640.828857,777.561951,-678.300049,5,5
217,'2020/06/08 14:59:03:272',6,-847.303528,-377.526489,-155.12471,-395.358398,-964.940247,-421.345367,-359.312195,-444.268341,-0.712657,0.062627,-363.131165,-657.594177,1018.903259,-700.568604,-152.871719,-641.6026,777.415283,-677.979248,5,5
