@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}

@data
843,'2020/05/08 11:04:29:567',23,104.17363,-938.008118,411.096863,-702.907593,-101.726578,-830.081116,188.976669,-637.459167,-0.129788,-1.008805,23
844,'2020/05/08 11:04:29:630',23,104.195114,-937.424316,410.612823,-702.457397,-101.952896,-829.750427,188.226318,-637.446777,-0.131459,-1.009961,23
845,'2020/05/08 11:04:29:693',23,104.148315,-937.394165,410.83902,-702.5625,-102.022987,-829.490112,188.6828,-635.957947,-0.136437,-0.998964,23
846,'2020/05/08 11:04:29:752',23,104.113655,-936.168701,409.790405,-702.614197,-101.998703,-827.489197,187.488968,-635.533081,-0.15016,-1.032503,23
847,'2020/05/08 11:04:29:811',23,104.087891,-936.169189,409.775391,-702.56958,-102.011841,-827.519958,187.459763,-635.504211,-0.150182,-1.032416,23
848,'2020/05/08 11:04:29:871',23,106.174751,-931.17865,411.892883,-705.271973,-102.191536,-827.329895,189.370407,-636.594788,-0.14574,-0.996163,23
849,'2020/05/08 11:04:29:933',23,105.749397,-931.158325,411.384277,-705.628662,-102.544365,-827.276062,188.792252,-636.904724,-0.147386,-0.995676,23
850,'2020/05/08 11:04:29:998',23,110.082687,-927.813843,411.768005,-705.141724,-99.217934,-826.00708,188.513336,-637.037842,-0.151445,-1.006924,23
851,'2020/05/08 11:04:30:062',23,113.43512,-924.605652,411.975647,-702.418884,-98.6903,-825.343567,187.332001,-636.415527,-0.143127,-1.022482,23
852,'2020/05/08 11:04:30:124',23,113.26136,-924.55896,411.746002,-702.797546,-98.836433,-825.255249,187.141296,-636.664673,-0.143086,-1.022656,23
853,'2020/05/08 11:04:30:186',23,113.437401,-924.380676,411.79245,-702.771179,-98.733841,-825.17041,187.172592,-636.662537,-0.14317,-1.022836,23
854,'2020/05/08 11:04:30:248',23,112.266418,-922.975403,411.098724,-700.718628,-99.141342,-824.964417,186.832184,-636.252747,-0.163197,-1.011269,23
855,'2020/05/08 11:04:30:311',23,107.911484,-930.27655,410.21521,-701.64386,-97.784729,-824.954041,186.384644,-635.733459,-0.166452,-1.079948,23
856,'2020/05/08 11:04:30:373',23,108.230431,-929.90094,410.240906,-701.706421,-97.653778,-824.661926,186.413284,-635.821899,-0.166509,-1.080673,23
857,'2020/05/08 11:04:30:436',23,109.910027,-931.491516,409.628937,-702.187073,-98.628578,-829.352722,186.111893,-635.887756,-0.176862,-1.009861,23
858,'2020/05/08 11:04:30:499',23,108.972687,-933.47345,409.035156,-702.559692,-97.932625,-829.442932,185.668259,-636.155884,-0.179761,-1.036924,23
859,'2020/05/08 11:04:30:563',23,109.893066,-932.335022,409.322418,-702.254639,-97.461548,-829.317627,185.99617,-636.500122,-0.182318,-1.018775,23
860,'2020/05/08 11:04:30:634',23,112.240417,-927.133972,410.034424,-702.22345,-98.180832,-829.371338,186.287903,-636.219177,-0.185221,-0.993759,23
861,'2020/05/08 11:04:50:841',24,81.737755,-959.974854,242.177139,-234.820435,-114.952354,-845.57959,60.635654,-366.41748,-0.033383,-1.276487,24
862,'2020/05/08 11:04:50:907',24,81.950905,-959.84906,242.247498,-234.874634,-114.829079,-845.526062,60.745983,-366.402161,-0.032548,-1.276594,24
863,'2020/05/08 11:04:50:972',24,81.603531,-959.007874,240.727188,-231.015427,-116.107765,-845.12677,60.401485,-365.145721,-0.030013,-1.30438,24
864,'2020/05/08 11:04:51:039',24,80.38324,-960.506226,240.508759,-229.546967,-116.051598,-845.922913,60.660957,-365.263947,-0.015589,-1.318635,24
865,'2020/05/08 11:04:51:104',24,80.622734,-961.310059,243.181946,-230.828995,-114.747849,-845.176453,60.817257,-365.244659,-0.010765,-1.364555,24
866,'2020/05/08 11:04:51:168',24,81.526833,-960.290283,240.00061,-228.563065,-115.292702,-844.861145,59.168667,-365.523102,-0.017483,-1.328307,24
867,'2020/05/08 11:04:51:230',24,80.316322,-961.364624,238.665421,-232.170074,-114.812744,-844.974915,57.292641,-366.342194,-0.031234,-1.359724,24
868,'2020/05/08 11:04:51:302',24,80.524551,-960.935547,242.000687,-233.355972,-114.843353,-845.317261,58.47049,-367.053284,-0.025696,-1.337281,24
869,'2020/05/08 11:04:51:370',24,80.160423,-960.877686,245.070389,-238.687302,-114.981728,-845.846985,60.115665,-368.663208,-0.057014,-1.321797,24
870,'2020/05/08 11:04:51:434',24,81.07135,-960.112244,245.419754,-242.539124,-114.846024,-846.721313,59.887112,-369.788879,-0.048136,-1.279931,24
871,'2020/05/08 11:04:51:496',24,80.900299,-959.024475,248.075378,-242.43895,-117.379189,-846.560974,61.077103,-371.05072,-0.036982,-1.286528,24
872,'2020/05/08 11:04:51:558',24,81.133049,-958.835266,248.084702,-242.361221,-117.283432,-846.408203,61.122494,-371.067535,-0.037368,-1.285979,24
873,'2020/05/08 11:04:51:618',24,80.361259,-956.164001,243.386703,-239.226578,-118.431732,-846.06781,59.652702,-371.299622,-0.042669,-1.27126,24
874,'2020/05/08 11:04:51:680',24,80.117378,-954.367676,241.249985,-236.480087,-119.177773,-844.805359,58.574558,-370.223175,-0.045944,-1.258505,24
875,'2020/05/08 11:04:51:743',24,79.211784,-954.307983,241.938828,-237.390778,-119.950981,-844.620239,59.171974,-370.654602,-0.05402,-1.247556,24
876,'2020/05/08 11:04:51:806',24,76.13681,-951.706909,240.969849,-235.291428,-123.420029,-842.190186,59.159504,-369.395844,-0.049138,-1.234567,24
877,'2020/05/08 11:04:51:868',24,77.094185,-950.243286,241.186356,-235.664093,-123.454155,-841.721558,59.738323,-369.550751,-0.059512,-1.21946,24
878,'2020/05/08 11:04:51:932',24,77.492058,-949.893677,240.517578,-235.134979,-123.022972,-840.622131,60.275688,-369.751862,-0.084619,-0.980465,24
879,'2020/05/08 11:04:51:995',24,77.355194,-950.664856,240.72879,-236.942825,-122.291016,-841.396484,59.425129,-370.87149,-0.095476,-0.992967,24
880,'2020/05/08 11:04:52:058',24,76.617081,-951.084839,240.580597,-237.279922,-123.86647,-842.638977,58.32328,-370.879333,-0.100785,-0.99718,24
881,'2020/05/08 11:04:52:122',24,77.01416,-956.815979,241.471771,-236.69783,-120.995506,-844.420288,58.429108,-370.337494,-0.087589,-1.290707,24
882,'2020/05/08 11:04:52:184',24,76.543465,-958.979309,241.161194,-236.620163,-120.453941,-846.041077,58.102146,-370.459015,-0.08787,-1.300889,24
883,'2020/05/08 11:04:52:250',24,74.378517,-958.382874,238.444412,-237.235367,-122.161629,-845.679077,55.704029,-370.613953,-0.070136,-1.275447,24
884,'2020/05/08 11:04:52:313',24,74.767548,-958.233887,238.301544,-236.737213,-121.864098,-845.664246,55.676563,-370.348206,-0.070165,-1.275637,24
885,'2020/05/08 11:04:52:387',24,75.143692,-960.581665,238.458389,-235.826996,-121.114952,-846.997681,55.894272,-370.523895,-0.071997,-1.284435,24
886,'2020/05/08 11:04:52:462',24,75.183678,-960.517639,238.420624,-235.766174,-121.087593,-846.982117,55.870548,-370.485016,-0.071977,-1.284349,24
887,'2020/05/08 11:04:52:525',24,76.04702,-962.332825,239.499084,-235.119522,-120.944069,-848.291687,56.558132,-369.980499,-0.063769,-1.274849,24
888,'2020/05/08 11:04:52:587',24,76.524719,-960.092346,238.209717,-233.039993,-121.046799,-847.335144,56.194542,-369.537781,-0.072809,-1.280168,24
889,'2020/05/08 11:04:52:649',24,74.167282,-960.036316,239.994934,-232.395294,-123.503235,-847.243774,57.818726,-369.292938,-0.075309,-1.274458,24
890,'2020/05/08 11:04:52:711',24,77.078957,-961.134033,239.545486,-233.088608,-122.117638,-847.677002,55.994911,-369.497681,-0.057201,-1.296766,24
891,'2020/05/08 11:04:52:772',24,76.044098,-961.886902,239.380936,-233.578415,-121.968613,-848.071594,55.535839,-369.325378,-0.052791,-1.315947,24
892,'2020/05/08 11:04:52:833',24,75.520653,-961.696838,239.365158,-233.974152,-122.515678,-847.75293,55.512028,-369.79895,-0.054981,-1.312957,24
893,'2020/05/08 11:04:52:893',24,74.64595,-960.97699,238.488892,-235.517075,-123.510345,-846.983582,56.035278,-369.883881,-0.06107,-1.312135,24
894,'2020/05/08 11:04:52:955',24,74.65345,-960.981079,238.490891,-235.520294,-123.508484,-846.983337,56.036934,-369.891876,-0.061111,-1.312106,24
895,'2020/05/08 11:04:53:019',24,77.235176,-960.569275,240.0457,-237.767059,-123.509613,-846.93573,56.470825,-371.218994,-0.057917,-1.28106,24
896,'2020/05/08 11:04:53:081',24,77.032196,-963.608643,246.398315,-240.645706,-123.405975,-847.90448,60.259266,-373.776489,-0.035532,-1.341276,24
897,'2020/05/08 11:04:53:146',24,77.028465,-963.609375,246.400024,-240.65274,-123.409676,-847.904419,60.259029,-373.781464,-0.035542,-1.341261,24
898,'2020/05/08 11:04:53:207',24,77.028465,-963.609375,246.400024,-240.65274,-123.409676,-847.904419,60.259029,-373.781464,-0.035542,-1.341261,24
899,'2020/05/08 11:04:53:269',24,77.028259,-963.609558,246.400909,-240.654221,-123.409851,-847.904541,60.25943,-373.782349,-0.035543,-1.34126,24
900,'2020/05/08 11:04:53:330',24,77.028259,-963.609558,246.400909,-240.654221,-123.409851,-847.904541,60.25943,-373.782349,-0.035543,-1.34126,24
901,'2020/05/08 11:04:53:393',24,75.590683,-964.765015,248.233032,-245.828674,-124.391975,-848.665344,60.502068,-377.383636,-0.04334,-1.338135,24
902,'2020/05/08 11:04:53:458',24,75.745102,-964.63031,248.213333,-245.905533,-124.309807,-848.560913,60.483635,-377.480682,-0.043824,-1.338005,24
903,'2020/05/08 11:04:53:528',24,75.738937,-964.647461,248.217026,-245.948502,-124.314041,-848.565613,60.478046,-377.521454,-0.043963,-1.338006,24
904,'2020/05/08 11:04:53:589',24,75.07753,-967.561829,244.061356,-250.073547,-123.686058,-848.058228,56.285442,-381.9104,-0.043646,-1.386358,24
905,'2020/05/08 11:04:53:650',24,75.000061,-967.622437,244.06427,-250.132736,-123.778954,-848.061768,56.290047,-381.954559,-0.043566,-1.386063,24
906,'2020/05/08 11:04:53:711',24,74.744003,-967.432251,243.866547,-249.959335,-124.043625,-847.98468,56.291519,-381.674896,-0.039802,-1.38922,24
907,'2020/05/08 11:04:53:774',24,74.744492,-967.421204,243.859253,-249.952072,-124.043015,-847.979309,56.284695,-381.668884,-0.039813,-1.389207,24
908,'2020/05/08 11:04:53:837',24,74.959694,-967.240356,243.855164,-249.816849,-123.886108,-847.876587,56.310341,-381.622864,-0.040113,-1.389235,24
909,'2020/05/08 11:04:53:900',24,74.975342,-967.21228,243.850616,-249.810379,-123.882813,-847.855896,56.30867,-381.619629,-0.040127,-1.38918,24
910,'2020/05/08 11:04:53:963',24,72.62896,-966.177551,244.544403,-249.613876,-125.374794,-847.322205,56.514488,-381.309448,-0.041119,-1.388346,24
911,'2020/05/08 11:04:54:028',24,72.636169,-967.362854,244.196274,-250.003815,-125.367416,-848.649536,55.929466,-380.649628,-0.043063,-1.376198,24
912,'2020/05/08 11:05:23:941',25,-527.65564,-1019.991516,697.01123,-552.234497,-366.744171,-852.141846,463.532745,-567.702026,-0.029787,0.102393,25
913,'2020/05/08 11:05:24:018',25,-529.518555,-1022.116638,697.54541,-553.385193,-369.507111,-852.784363,462.735504,-568.254395,-0.038345,0.098784,25
914,'2020/05/08 11:05:24:099',25,-532.850769,-1020.318604,694.792603,-557.839478,-371.611786,-852.338806,459.879456,-568.648376,-0.038703,0.095704,25
915,'2020/05/08 11:05:24:160',25,-532.851257,-1020.319702,694.793396,-557.842285,-371.611908,-852.339355,459.880066,-568.64978,-0.038701,0.095705,25
916,'2020/05/08 11:05:24:223',25,-537.53009,-1020.677063,698.224487,-557.48468,-374.895935,-852.587219,462.507294,-570.055054,-0.035169,0.09886,25
917,'2020/05/08 11:05:24:286',25,-536.715088,-1021.950256,692.224915,-556.74646,-375.38269,-852.60553,457.380646,-569.442749,-0.043526,0.098474,25
918,'2020/05/08 11:05:24:351',25,-535.940125,-1019.481689,692.922668,-556.457703,-374.968872,-851.92749,458.416016,-569.279358,-0.047111,0.10231,25
919,'2020/05/08 11:05:24:414',25,-538.84491,-1022.166382,694.38031,-558.08606,-376.655823,-852.87439,458.903656,-569.040161,-0.05819,0.092312,25
920,'2020/05/08 11:05:24:474',25,-537.920715,-1022.455811,694.971741,-558.455139,-376.748657,-852.206177,459.343506,-569.165344,-0.059298,0.090994,25
921,'2020/05/08 11:05:24:539',25,-537.25824,-1022.158386,693.354431,-554.377258,-377.084839,-851.381714,457.787903,-569.022888,-0.051876,0.096173,25
922,'2020/05/08 11:05:24:603',25,-537.022827,-1022.539124,694.736694,-551.985535,-376.937775,-851.270447,459.237,-567.595215,-0.049715,0.093604,25
923,'2020/05/08 11:05:24:667',25,-537.366699,-1024.709473,695.549438,-550.651184,-376.951416,-852.671082,459.691223,-567.74115,-0.049492,0.09231,25
924,'2020/05/08 11:05:24:731',25,-537.359558,-1024.717651,695.550598,-550.633484,-376.943604,-852.675415,459.694702,-567.727783,-0.04944,0.092345,25
925,'2020/05/08 11:05:24:796',25,-534.697876,-1026.042725,694.862854,-547.137268,-375.026062,-853.993591,459.460785,-566.159668,-0.051239,0.055729,25
926,'2020/05/08 11:05:24:858',25,-534.68512,-1026.063965,694.862244,-547.117004,-375.014893,-854.007141,459.465515,-566.142517,-0.05111,0.055693,25
927,'2020/05/08 11:05:24:925',25,-535.005005,-1025.373657,693.077637,-543.863525,-374.612823,-853.958557,458.195374,-564.265869,-0.046453,0.101263,25
928,'2020/05/08 11:05:24:991',25,-534.233582,-1025.590698,693.327759,-538.824158,-374.197052,-853.942871,458.193726,-562.529785,-0.043802,0.101948,25
929,'2020/05/08 11:05:25:059',25,-535.655518,-1027.213623,690.965515,-537.637573,-375.471405,-855.958923,456.18927,-562.459167,-0.047562,0.048946,25
930,'2020/05/08 11:05:25:136',25,-535.658386,-1027.210205,690.966431,-537.63739,-375.473053,-855.957153,456.189423,-562.459961,-0.047578,0.048948,25
931,'2020/05/08 11:05:25:199',25,-535.518066,-1025.632813,691.795898,-537.464966,-374.96637,-855.012756,457.241394,-563.025085,-0.043595,0.048347,25
932,'2020/05/08 11:05:25:262',25,-535.683472,-1025.498169,691.935181,-537.384888,-374.891998,-854.936829,457.336121,-563.019958,-0.04442,0.048831,25
933,'2020/05/08 11:05:25:324',25,-535.678833,-1025.490723,691.936951,-537.379089,-374.887177,-854.933472,457.339569,-563.015015,-0.044405,0.048817,25
934,'2020/05/08 11:05:25:389',25,-535.678833,-1025.490723,691.936951,-537.379089,-374.887177,-854.933472,457.339569,-563.015015,-0.044405,0.048817,25
935,'2020/05/08 11:05:25:451',25,-535.678833,-1025.490723,691.936951,-537.379089,-374.887177,-854.933472,457.339569,-563.015015,-0.044405,0.048817,25
936,'2020/05/08 11:05:25:511',25,-535.678833,-1025.490723,691.936951,-537.379089,-374.887177,-854.933472,457.339569,-563.015015,-0.044405,0.048817,25
937,'2020/05/08 11:05:25:570',25,-535.678833,-1025.490723,691.936951,-537.379089,-374.887177,-854.933472,457.339569,-563.015015,-0.044405,0.048817,25
938,'2020/05/08 11:05:25:633',25,-534.042664,-1026.412476,691.628052,-537.271912,-372.56485,-857.13031,457.359741,-561.838928,-0.052563,0.052371,25
939,'2020/05/08 11:05:25:697',25,-533.289429,-1026.825195,691.481567,-535.536377,-371.770691,-857.272522,457.449615,-560.346741,-0.0502,0.051261,25
940,'2020/05/08 11:05:25:761',25,-534.283081,-1025.056641,691.690979,-535.428223,-371.968048,-855.960876,457.651215,-560.012634,-0.050546,0.051499,25
941,'2020/05/08 11:05:25:823',25,-532.934448,-1024.602539,691.016846,-535.650879,-371.639496,-855.275757,456.677032,-560.284912,-0.059537,0.109938,25
942,'2020/05/08 11:05:25:887',25,-533.539185,-1025.60022,693.384094,-535.756104,-371.23111,-856.272095,458.433197,-561.33844,-0.063131,0.106694,25
943,'2020/05/08 11:05:25:952',25,-528.462952,-1019.005554,692.971619,-538.111511,-367.98172,-850.898376,458.577209,-564.6604,-0.063389,0.061468,25
944,'2020/05/08 11:05:26:013',25,-528.591309,-1019.939453,693.041077,-538.447998,-368.317657,-851.655334,458.516541,-565.083435,-0.064442,0.061728,25
945,'2020/05/08 11:05:26:076',25,-529.835999,-1019.825806,694.980408,-539.166016,-370.032562,-852.10675,459.794189,-567.679871,-0.062642,0.10494,25
946,'2020/05/08 11:05:26:139',25,-530.235718,-1021.394348,693.188171,-538.26593,-371.172058,-853.066895,458.13092,-567.150085,-0.059903,0.106751,25
947,'2020/05/08 11:05:26:223',25,-530.962646,-1021.945618,692.924805,-537.165833,-371.919342,-853.427368,457.764557,-566.714966,-0.060933,0.106548,25
948,'2020/05/08 11:05:26:289',25,-533.533813,-1021.476257,692.920288,-536.661072,-374.001892,-853.400696,457.562317,-566.596313,-0.061472,0.105441,25
949,'2020/05/08 11:05:26:352',25,-534.228943,-1020.444885,695.407654,-537.764099,-374.003235,-851.57251,459.758698,-568.220093,-0.055283,0.049857,25
950,'2020/05/08 11:05:26:414',25,-534.913513,-1023.888733,695.319763,-539.327637,-376.197266,-853.817444,459.111328,-570.702515,-0.053509,0.053848,25
951,'2020/05/08 11:05:26:475',25,-534.738525,-1021.502502,691.865662,-545.027832,-375.466248,-852.376709,456.600128,-572.621399,-0.056639,0.060515,25
952,'2020/05/08 11:05:26:537',25,-536.221863,-1023.306152,694.536072,-545.306396,-376.126404,-853.276123,458.373322,-573.205261,-0.047038,0.05292,25
953,'2020/05/08 11:05:26:598',25,-532.719849,-1020.228149,691.918701,-545.784729,-373.912567,-850.498413,456.640411,-572.961792,-0.059546,0.062577,25
954,'2020/05/08 11:05:26:659',25,-533.268005,-1019.327393,691.572815,-546.670288,-374.311096,-849.945496,456.218719,-573.882935,-0.06218,0.064377,25
955,'2020/05/08 11:05:26:721',25,-533.262634,-1019.649048,688.902405,-546.610413,-374.896545,-849.279419,453.872284,-573.287109,-0.064307,0.063343,25
956,'2020/05/08 11:05:26:785',25,-534.119324,-1020.689514,693.776489,-545.999512,-376.120819,-850.49115,458.012878,-574.19165,-0.052814,0.06095,25
957,'2020/05/08 11:05:26:850',25,-534.521912,-1021.828796,691.587708,-547.243652,-375.274048,-852.263794,455.694916,-573.49408,-0.059587,0.065399,25
958,'2020/05/08 11:05:26:914',25,-534.196838,-1022.298096,691.902649,-547.231628,-374.968994,-852.588501,456.013824,-573.397949,-0.057442,0.064819,25
959,'2020/05/08 11:05:26:980',25,-535.889221,-1022.682434,693.979736,-548.066711,-376.505707,-852.09552,458.064178,-573.099304,-0.051052,0.054535,25
960,'2020/05/08 11:06:06:563',26,90.152336,-293.089203,467.596069,-763.800842,-104.618431,-432.479401,247.174896,-677.291626,-0.176148,-0.691111,26
961,'2020/05/08 11:06:06:629',26,92.467964,-297.516937,467.570129,-763.952515,-105.135399,-433.667969,247.12442,-676.997559,-0.172268,-0.671797,26
962,'2020/05/08 11:06:06:696',26,93.324272,-298.646545,466.354706,-764.198181,-104.601997,-433.609711,245.977051,-678.133484,-0.176815,-0.686845,26
963,'2020/05/08 11:06:06:761',26,94.407883,-298.143921,464.258148,-763.224365,-102.847603,-433.968536,243.848312,-677.474792,-0.173722,-0.698896,26
964,'2020/05/08 11:06:06:824',26,94.953049,-298.603271,465.145233,-764.720703,-102.403778,-434.98587,244.432465,-678.648621,-0.17609,-0.699222,26
965,'2020/05/08 11:06:06:888',26,95.114815,-301.829346,461.822144,-771.841187,-102.486671,-437.304016,243.254074,-681.306885,-0.189831,-0.698687,26
966,'2020/05/08 11:06:06:952',26,95.454651,-301.577026,459.964996,-774.395325,-102.294891,-437.105347,241.591309,-683.037964,-0.200211,-0.687482,26
967,'2020/05/08 11:06:07:016',26,96.745056,-304.685822,458.122253,-775.262512,-102.311981,-437.440582,240.843811,-682.552246,-0.211846,-0.685681,26
968,'2020/05/08 11:06:07:079',26,81.672478,-288.735809,456.810638,-777.671692,-103.882507,-436.945557,240.13237,-685.170776,-0.209663,-0.694046,26
969,'2020/05/08 11:06:07:142',26,72.644501,-283.602905,455.288818,-778.127991,-107.132896,-436.626801,239.374649,-683.346436,-0.223989,-0.677704,26
970,'2020/05/08 11:06:07:205',26,93.888161,-293.657135,454.832916,-776.703308,-101.00441,-432.735352,237.801773,-682.834167,-0.224593,-0.694941,26
971,'2020/05/08 11:06:07:266',26,95.555786,-299.104095,454.564056,-773.97113,-100.528877,-436.785858,237.278351,-681.063416,-0.223704,-0.695353,26
972,'2020/05/08 11:06:07:329',26,85.329964,-289.617706,451.546722,-775.270447,-100.889015,-437.430878,236.261566,-679.852661,-0.238612,-0.698184,26
973,'2020/05/08 11:06:07:393',26,79.723137,-285.490204,450.400116,-773.047302,-101.442398,-437.41684,235.993744,-676.009644,-0.233915,-0.693821,26
974,'2020/05/08 11:06:07:457',26,92.819199,-299.482605,452.029816,-773.12384,-102.818893,-436.71817,236.78447,-676.276245,-0.234952,-0.697538,26
975,'2020/05/08 11:06:07:523',26,83.829758,-289.680664,451.511566,-773.605103,-103.236229,-437.002563,236.674103,-676.351135,-0.237549,-0.692981,26
976,'2020/05/08 11:06:07:607',26,100.767776,-292.792572,451.235107,-773.186768,-92.674644,-432.646759,236.730896,-675.65802,-0.232423,-0.71498,26
977,'2020/05/08 11:06:07:672',26,100.701813,-295.720337,450.510437,-772.360718,-94.323036,-432.786987,236.009689,-675.518372,-0.232213,-0.719652,26
978,'2020/05/08 11:06:07:734',26,85.106491,-289.296997,459.173492,-753.701904,-101.335091,-436.773071,237.868515,-673.576477,-0.215488,-0.707397,26
979,'2020/05/08 11:06:07:797',26,95.184624,-292.813599,458.22345,-752.549194,-98.485886,-431.629028,237.158752,-672.626831,-0.217786,-0.71447,26
980,'2020/05/08 11:06:07:862',26,81.425591,-284.052856,458.199677,-752.265503,-103.029251,-433.276245,237.086929,-672.374817,-0.215528,-0.700384,26
981,'2020/05/08 11:06:07:928',26,79.092445,-283.291534,458.334259,-752.519836,-104.346413,-433.37207,237.212128,-672.552856,-0.215198,-0.697677,26
982,'2020/05/08 11:06:07:994',26,95.429344,-294.450928,458.161682,-752.402283,-101.656693,-428.993347,237.330109,-671.381226,-0.218296,-0.678971,26
983,'2020/05/08 11:06:08:060',26,68.079323,-281.933838,457.026123,-751.473145,-115.637764,-431.138824,236.468414,-671.608704,-0.217646,-0.659515,26
984,'2020/05/08 11:06:08:124',26,58.487312,-275.384491,457.768951,-750.827759,-118.426651,-430.514496,237.011932,-671.415466,-0.216031,-0.656359,26
985,'2020/05/08 11:06:08:187',26,52.656696,-272.107117,457.85968,-753.049133,-118.887978,-430.728821,237.556244,-671.914612,-0.219872,-0.64651,26
986,'2020/05/08 11:06:08:251',26,49.300999,-272.664795,457.271973,-751.930969,-119.990242,-431.435516,236.934296,-671.328918,-0.224066,-0.638933,26
987,'2020/05/08 11:06:08:313',26,44.241383,-268.894928,457.71582,-753.312378,-121.44622,-431.207825,237.245834,-671.835083,-0.223217,-0.638955,26
988,'2020/05/08 11:06:08:374',26,42.584045,-269.531616,457.539734,-753.304382,-121.369896,-431.113068,237.081116,-672.795471,-0.216955,-0.632735,26
989,'2020/05/08 11:06:08:437',26,42.209999,-270.998535,457.978729,-754.880676,-121.971085,-431.215698,237.755981,-673.621765,-0.222867,-0.630396,26
990,'2020/05/08 11:06:08:496',26,40.7407,-267.581238,457.747986,-754.63855,-120.162399,-431.089355,237.049164,-673.620117,-0.218559,-0.63662,26
991,'2020/05/08 11:06:08:560',26,41.803242,-268.394379,455.78006,-754.195618,-120.531303,-431.095093,235.56572,-672.616028,-0.22686,-0.6374,26
992,'2020/05/08 11:06:08:632',26,94.395119,-295.418915,458.427917,-754.284119,-104.445282,-427.852936,237.277573,-673.166016,-0.223476,-0.687892,26
993,'2020/05/08 11:06:08:711',26,94.89772,-295.384003,458.699097,-754.060242,-103.902725,-427.927185,237.525284,-673.064941,-0.225132,-0.687272,26
994,'2020/05/08 11:06:08:772',26,94.898956,-295.382538,458.701263,-754.056519,-103.901207,-427.926178,237.526932,-673.062622,-0.225132,-0.687272,26
995,'2020/05/08 11:06:08:833',26,97.46273,-292.255707,461.491241,-750.88147,-99.172684,-428.254364,239.829056,-671.480713,-0.217029,-0.6827,26
996,'2020/05/08 11:06:08:894',26,81.796127,-285.437134,459.787079,-751.78479,-104.27269,-432.756165,238.893875,-669.317871,-0.226354,-0.684542,26
997,'2020/05/08 11:06:08:955',26,97.092003,-286.989838,459.467468,-748.458374,-95.516594,-427.99115,238.60376,-668.761292,-0.225876,-0.719197,26
998,'2020/05/08 11:06:09:017',26,96.686455,-287.217499,459.798096,-749.292908,-96.511719,-427.568237,238.951431,-669.578796,-0.226552,-0.717619,26
999,'2020/05/08 11:06:09:079',26,96.174164,-287.424347,456.813019,-748.802185,-96.11042,-428.819183,237.636108,-664.495544,-0.242342,-0.709038,26
1000,'2020/05/08 11:06:09:142',26,77.460648,-285.807831,457.655975,-748.132874,-107.20961,-432.720734,238.796539,-663.999939,-0.238678,-0.671449,26
1001,'2020/05/08 11:06:09:203',26,71.009247,-279.260681,456.639496,-748.434448,-106.680389,-432.158203,237.695404,-663.783569,-0.241979,-0.676189,26
1002,'2020/05/08 11:06:09:268',26,92.867447,-286.100281,457.187042,-747.636841,-100.629341,-426.932281,237.313293,-662.928223,-0.244241,-0.683329,26
