@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}

@data
327,'2020/05/08 10:58:59:135',11,-449.575195,-146.409622,250.75618,-1153.2771,-332.824524,-341.165924,274.319,-922.130615,0.203983,0.297296,11
328,'2020/05/08 10:58:59:198',11,-451.188019,-146.110535,250.73201,-1153.933228,-333.428864,-339.360535,273.189941,-922.891968,0.207094,0.295429,11
329,'2020/05/08 10:58:59:262',11,-452.311676,-146.314926,250.828888,-1154.040649,-333.358063,-339.863434,271.952545,-922.993286,0.206367,0.29157,11
330,'2020/05/08 10:58:59:328',11,-452.311981,-145.924896,250.637741,-1153.022217,-333.679504,-339.596802,273.222015,-922.402771,0.203778,0.286908,11
331,'2020/05/08 10:58:59:393',11,-450.022095,-145.593811,250.579895,-1152.41626,-333.016876,-340.156677,272.96817,-921.844849,0.205247,0.289836,11
332,'2020/05/08 10:58:59:458',11,-450.645325,-146.506744,250.882507,-1154.495605,-333.334808,-339.965179,273.248444,-923.320618,0.202966,0.291487,11
333,'2020/05/08 10:58:59:523',11,-446.59903,-142.280624,250.917938,-1154.38916,-332.071594,-338.981079,273.334045,-923.338989,0.198434,0.286186,11
334,'2020/05/08 10:58:59:594',11,-446.559357,-143.930679,250.743805,-1153.954468,-331.957794,-340.251129,273.23233,-922.71344,0.20587,0.297824,11
335,'2020/05/08 10:58:59:666',11,-446.509918,-143.759521,247.517319,-1154.889038,-331.723419,-340.281799,272.934204,-923.793213,0.208295,0.299821,11
336,'2020/05/08 10:58:59:727',11,-446.509644,-143.759949,247.517136,-1154.888672,-331.72345,-340.28183,272.934174,-923.79303,0.208296,0.299821,11
337,'2020/05/08 10:58:59:788',11,-446.509644,-143.759949,247.517136,-1154.888672,-331.72345,-340.28183,272.934174,-923.79303,0.208296,0.299821,11
338,'2020/05/08 10:58:59:850',11,-446.509644,-143.759949,247.517136,-1154.888672,-331.72345,-340.28183,272.934174,-923.79303,0.208296,0.299821,11
339,'2020/05/08 10:58:59:908',11,-446.509644,-143.759949,247.517136,-1154.888672,-331.72345,-340.28183,272.934174,-923.79303,0.208296,0.299821,11
340,'2020/05/08 10:58:59:967',11,-446.512695,-143.765213,247.516312,-1154.887939,-331.726166,-340.284851,272.934235,-923.792969,0.208307,0.29982,11
341,'2020/05/08 10:59:00:032',11,-458.93808,-151.965683,247.975571,-1156.301758,-339.378632,-345.119598,274.042694,-925.656555,0.190991,0.262519,11
342,'2020/05/08 10:59:00:093',11,-458.431244,-151.624908,247.625565,-1156.147217,-339.557587,-344.976166,274.541962,-925.401672,0.197769,0.269198,11
343,'2020/05/08 10:59:24:759',12,-484.272186,-184.922195,612.501404,-913.90979,-334.761353,-353.928375,426.630035,-771.305786,-0.10334,-0.087517,12
344,'2020/05/08 10:59:24:821',12,-487.482849,-186.045593,614.567505,-913.190491,-334.345703,-354.327972,428.308777,-770.222229,-0.113904,-0.085892,12
345,'2020/05/08 10:59:24:882',12,-487.68042,-186.429291,615.476501,-912.759521,-334.249786,-354.660095,428.927002,-770.025513,-0.113962,-0.085897,12
346,'2020/05/08 10:59:24:941',12,-487.684814,-186.428391,615.479614,-912.756592,-334.249023,-354.663422,428.931213,-770.024414,-0.113895,-0.085876,12
347,'2020/05/08 10:59:25:003',12,-486.644684,-187.210327,616.079407,-908.309082,-334.524628,-354.986969,429.447418,-768.045532,-0.10652,-0.098168,12
348,'2020/05/08 10:59:25:065',12,-486.706696,-187.230392,616.083435,-908.324097,-334.554352,-355.016235,429.452576,-768.063171,-0.106362,-0.098146,12
349,'2020/05/08 10:59:25:124',12,-486.706696,-187.230392,616.083435,-908.324097,-334.554352,-355.016235,429.452576,-768.063171,-0.106362,-0.098146,12
350,'2020/05/08 10:59:25:184',12,-486.692535,-186.927216,615.936523,-908.975403,-334.559631,-354.936951,429.251007,-768.525574,-0.107721,-0.098538,12
351,'2020/05/08 10:59:25:244',12,-486.692841,-186.927582,615.936768,-908.975464,-334.559662,-354.937378,429.251251,-768.525696,-0.10772,-0.098538,12
352,'2020/05/08 10:59:25:304',12,-487.297424,-187.445801,616.967834,-909.106873,-334.589691,-355.440521,429.942139,-768.571472,-0.110644,-0.10047,12
353,'2020/05/08 10:59:25:367',12,-487.302429,-187.605209,616.936157,-909.250488,-334.60556,-355.520111,429.875519,-768.674744,-0.111602,-0.100853,12
354,'2020/05/08 10:59:25:428',12,-484.829651,-185.787216,617.056213,-908.950073,-332.809113,-354.204132,429.6698,-768.571838,-0.109622,-0.096325,12
355,'2020/05/08 10:59:25:490',12,-484.772583,-185.096237,617.799072,-910.066101,-332.334351,-353.131409,432.083374,-766.534302,-0.111999,-0.073856,12
356,'2020/05/08 10:59:25:551',12,-483.995117,-185.526672,617.252136,-911.392517,-331.970856,-353.833954,432.316895,-766.495728,-0.116454,-0.071584,12
357,'2020/05/08 10:59:25:613',12,-484.01828,-185.565872,617.277527,-911.404846,-331.984283,-353.857635,432.331024,-766.507202,-0.116573,-0.071647,12
358,'2020/05/08 10:59:25:673',12,-484.243561,-185.843109,617.365662,-911.600647,-332.121124,-354.062927,432.362244,-766.66571,-0.117512,-0.072281,12
359,'2020/05/08 10:59:25:745',12,-485.069885,-185.777039,618.580872,-912.563843,-332.773926,-353.930023,431.936615,-769.440613,-0.107626,-0.089608,12
360,'2020/05/08 10:59:25:817',12,-485.073578,-185.77916,618.592957,-912.551453,-332.77475,-353.933502,431.941742,-769.434875,-0.107644,-0.089613,12
361,'2020/05/08 10:59:25:876',12,-485.073578,-185.77916,618.592957,-912.551453,-332.77475,-353.933502,431.941742,-769.434875,-0.107644,-0.089613,12
362,'2020/05/08 10:59:25:936',12,-485.073578,-185.77916,618.592957,-912.551453,-332.77475,-353.933502,431.941742,-769.434875,-0.107644,-0.089613,12
363,'2020/05/08 10:59:25:998',12,-485.316406,-186.013245,618.758301,-912.72168,-332.905945,-354.173431,432.008728,-769.62262,-0.10831,-0.090179,12
364,'2020/05/08 10:59:26:059',12,-485.069397,-187.090881,618.375793,-912.137329,-331.839874,-355.211914,431.935059,-768.634033,-0.110455,-0.075915,12
365,'2020/05/08 10:59:26:117',12,-485.0737,-187.088043,618.38269,-912.134399,-331.836945,-355.215546,431.939728,-768.632813,-0.110455,-0.075921,12
366,'2020/05/08 10:59:26:177',12,-485.323853,-186.994553,618.674011,-912.576294,-331.614502,-355.479248,432.25235,-768.884277,-0.111532,-0.07707,12
367,'2020/05/08 10:59:26:236',12,-483.947937,-186.69519,617.896423,-910.744812,-331.708923,-355.4375,431.316437,-768.591003,-0.106032,-0.091458,12
368,'2020/05/08 10:59:26:297',12,-483.820862,-186.551056,617.829651,-910.860657,-331.661285,-355.325653,431.265686,-768.658752,-0.106423,-0.091522,12
369,'2020/05/08 10:59:26:360',12,-485.717743,-185.936691,618.473938,-912.991089,-332.558228,-355.307922,431.873566,-769.8302,-0.110326,-0.090625,12
370,'2020/05/08 10:59:26:424',12,-485.277893,-186.731598,619.303467,-912.152588,-331.904663,-355.624207,432.909607,-768.815857,-0.104134,-0.07789,12
371,'2020/05/08 10:59:26:485',12,-487.346649,-187.224075,618.154663,-910.092041,-332.160461,-354.761017,432.790466,-766.906982,-0.105251,-0.084971,12
372,'2020/05/08 10:59:26:548',12,-487.347778,-187.226181,618.156067,-910.092468,-332.16095,-354.762207,432.790771,-766.907349,-0.105267,-0.084978,12
373,'2020/05/08 10:59:26:608',12,-486.223206,-187.967056,618.114502,-910.85498,-331.100189,-354.695404,431.410553,-768.791809,-0.102795,-0.088711,12
374,'2020/05/08 10:59:26:671',12,-487.008179,-189.079056,619.676514,-912.585938,-331.023987,-354.503448,433.749268,-769.039673,-0.098731,-0.082464,12
375,'2020/05/08 10:59:26:734',12,-487.742737,-188.717896,622.4104,-911.001831,-331.211731,-353.589966,434.863556,-768.901978,-0.097421,-0.073622,12
376,'2020/05/08 10:59:26:797',12,-487.180115,-188.729523,622.131592,-912.032959,-331.344086,-353.990387,433.917969,-770.810242,-0.094087,-0.078897,12
377,'2020/05/08 10:59:26:879',12,-485.22818,-186.614136,622.089722,-910.336731,-330.251526,-353.737,433.276245,-769.904358,-0.095444,-0.07311,12
378,'2020/05/08 10:59:26:942',12,-484.82959,-185.710022,622.982239,-902.489441,-330.479034,-353.139984,433.14093,-764.889893,-0.11296,-0.084825,12
379,'2020/05/08 10:59:27:003',12,-487.645874,-187.043045,624.461548,-902.645813,-333.027039,-353.309509,433.365997,-765.695862,-0.092888,-0.074062,12
380,'2020/05/08 10:59:27:064',12,-486.86853,-187.552277,624.661682,-902.291992,-332.429169,-353.505066,433.90274,-765.293762,-0.088359,-0.071638,12
381,'2020/05/08 10:59:27:125',12,-486.961365,-186.76712,626.099548,-900.510498,-333.297363,-354.611084,434.511841,-764.191101,-0.098159,-0.083441,12
382,'2020/05/08 10:59:27:186',12,-489.307037,-186.501617,626.813721,-898.111755,-334.916595,-353.917053,435.045441,-762.013977,-0.094824,-0.07335,12
383,'2020/05/08 10:59:27:246',12,-489.305054,-187.74437,628.369934,-890.773071,-334.998047,-354.371552,433.603394,-759.216064,-0.103919,-0.083338,12
384,'2020/05/08 10:59:27:305',12,-489.268707,-187.715668,628.365479,-890.79834,-334.981201,-354.352509,433.606995,-759.233643,-0.103779,-0.083236,12
385,'2020/05/08 10:59:27:366',12,-488.182068,-186.995651,629.184387,-891.601318,-334.982971,-354.850098,434.212006,-760.17865,-0.101103,-0.086015,12
386,'2020/05/08 10:59:27:427',12,-488.964905,-186.808594,629.519531,-891.644409,-334.920807,-354.582794,434.917328,-759.554016,-0.10841,-0.086504,12
387,'2020/05/08 10:59:27:486',12,-490.129456,-188.018127,629.036072,-893.082458,-334.692108,-354.709259,434.254059,-761.09613,-0.102698,-0.086573,12
388,'2020/05/08 10:59:27:548',12,-488.599731,-190.489395,629.621948,-892.933655,-332.61499,-355.738983,435.217407,-760.988708,-0.09817,-0.078422,12
389,'2020/05/08 10:59:27:607',12,-489.281952,-190.766693,629.804382,-893.245605,-332.994049,-355.5513,434.649017,-761.731018,-0.098188,-0.079059,12
390,'2020/05/08 10:59:27:667',12,-489.199249,-190.438095,628.413757,-892.356445,-333.34137,-355.355774,433.932007,-760.580078,-0.112163,-0.086503,12
391,'2020/05/08 10:59:27:727',12,-489.147614,-190.267776,628.413513,-894.05072,-333.227997,-355.520905,433.942566,-761.757446,-0.10499,-0.080806,12
392,'2020/05/08 10:59:51:716',13,-441.214355,-151.119553,719.144348,-649.354736,-319.58667,-340.338806,490.822479,-591.970764,-0.16332,0.018376,13
393,'2020/05/08 10:59:51:781',13,-451.239044,-157.993881,718.683105,-649.127502,-321.123505,-339.1922,490.889587,-591.851135,-0.163855,0.01881,13
394,'2020/05/08 10:59:51:848',13,-450.689758,-157.695053,718.358459,-649.717346,-320.991638,-339.010773,490.46051,-592.190369,-0.168315,0.016101,13
395,'2020/05/08 10:59:51:924',13,-450.367584,-157.619751,717.904297,-650.361877,-320.575836,-338.829926,489.931702,-592.8797,-0.162147,0.018671,13
396,'2020/05/08 10:59:52:002',13,-450.375916,-157.615875,717.903015,-650.370178,-320.576599,-338.832306,489.929016,-592.88385,-0.162199,0.018629,13
397,'2020/05/08 10:59:52:062',13,-450.375916,-157.615875,717.903015,-650.370178,-320.576599,-338.832306,489.929016,-592.88385,-0.162199,0.018629,13
398,'2020/05/08 10:59:52:123',13,-441.91861,-156.677048,716.770386,-650.197327,-319.62619,-340.586792,488.860077,-594.25592,-0.165426,0.311847,13
399,'2020/05/08 10:59:52:185',13,-443.70163,-157.047546,715.930908,-649.521851,-320.066711,-340.492615,488.355682,-593.624817,-0.166642,0.308766,13
400,'2020/05/08 10:59:52:246',13,-443.455536,-156.097275,716.169861,-650.06488,-320.087799,-340.631653,488.643646,-593.927612,-0.16496,0.308811,13
401,'2020/05/08 10:59:52:307',13,-444.853485,-156.138718,711.315857,-653.489685,-320.495422,-339.617859,485.474823,-593.633179,-0.173079,0.010052,13
402,'2020/05/08 10:59:52:369',13,-452.121796,-159.090302,712.255127,-654.146118,-321.73233,-338.170624,486.154022,-593.76593,-0.168891,0.014381,13
403,'2020/05/08 10:59:52:431',13,-451.80603,-159.12851,712.637085,-653.451721,-321.439972,-338.242859,486.55661,-593.482483,-0.166435,0.016067,13
404,'2020/05/08 10:59:52:489',13,-447.991913,-159.60379,712.909973,-652.873718,-321.032928,-339.136475,486.116577,-595.655029,-0.163068,0.307577,13
405,'2020/05/08 10:59:52:551',13,-447.624847,-156.715729,712.661682,-651.868286,-320.81427,-338.737793,486.101227,-593.569824,-0.16542,0.30866,13
406,'2020/05/08 10:59:52:610',13,-443.64978,-156.995392,713.032104,-650.321594,-320.507874,-340.245728,485.826538,-593.855103,-0.17103,0.314118,13
407,'2020/05/08 10:59:52:675',13,-444.402557,-155.113113,713.364258,-649.788818,-319.575012,-339.801361,486.302826,-593.618591,-0.171294,0.315135,13
408,'2020/05/08 10:59:52:739',13,-444.877655,-154.270584,712.638,-649.884338,-319.760925,-337.932526,485.698517,-593.379578,-0.163127,0.309048,13
409,'2020/05/08 10:59:52:800',13,-444.108551,-157.01326,712.477539,-649.039368,-319.221863,-338.592438,485.829498,-592.404907,-0.169012,0.311007,13
410,'2020/05/08 10:59:52:863',13,-444.217773,-157.269028,712.179321,-649.540894,-319.289215,-338.799713,485.602692,-592.687012,-0.170427,0.312185,13
411,'2020/05/08 10:59:52:926',13,-445.028503,-157.745987,713.2276,-650.628662,-319.194885,-338.836487,486.665894,-593.138489,-0.17035,0.312025,13
412,'2020/05/08 10:59:52:999',13,-444.830658,-160.497238,711.854004,-654.863403,-319.263489,-341.753479,486.396027,-595.470459,-0.178558,0.318614,13
413,'2020/05/08 10:59:53:074',13,-444.963196,-160.760818,713.318542,-653.460571,-318.130676,-342.57901,487.96405,-594.238464,-0.177225,0.317061,13
414,'2020/05/08 10:59:53:138',13,-444.532867,-160.800613,713.024719,-654.923401,-317.914307,-342.880615,487.354248,-595.507446,-0.183916,0.323765,13
415,'2020/05/08 10:59:53:196',13,-444.078156,-161.333725,713.739258,-653.389954,-317.456421,-343.616241,488.090302,-595.198853,-0.18015,0.320851,13
416,'2020/05/08 10:59:53:257',13,-444.011078,-160.873672,714.992798,-653.466797,-317.370361,-341.943909,489.136353,-594.505615,-0.177085,0.318507,13
417,'2020/05/08 10:59:53:315',13,-444.183411,-160.726715,714.606567,-652.998962,-317.230011,-341.68045,488.881836,-594.156006,-0.175609,0.317287,13
418,'2020/05/08 10:59:53:376',13,-445.868439,-162.056366,717.310547,-652.485718,-316.725067,-342.816284,491.433075,-593.972961,-0.170355,0.311457,13
419,'2020/05/08 10:59:53:438',13,-443.918823,-161.405884,718.614502,-653.282654,-316.752502,-343.99353,492.280731,-594.218506,-0.168497,0.311611,13
420,'2020/05/08 10:59:53:497',13,-444.275146,-161.392441,717.222778,-652.815186,-316.408203,-343.410583,491.30011,-593.867676,-0.173213,0.314787,13
421,'2020/05/08 10:59:53:553',13,-444.075989,-161.412811,717.647644,-652.956909,-316.346893,-343.425262,491.639648,-593.962219,-0.173738,0.315153,13
422,'2020/05/08 10:59:53:612',13,-444.164642,-161.590195,716.90625,-652.176819,-316.324036,-344.068542,491.211731,-593.060791,-0.174604,0.315546,13
423,'2020/05/08 10:59:53:673',13,-443.571472,-164.361038,717.899597,-652.503357,-315.795654,-345.528259,492.331787,-593.118652,-0.168685,0.309976,13
424,'2020/05/08 10:59:53:733',13,-449.22818,-167.166656,721.380005,-653.960754,-316.55719,-345.072571,495.224457,-593.70813,-0.171905,0.308963,13
425,'2020/05/08 10:59:53:793',13,-445.400848,-167.595474,716.715698,-652.335266,-317.611664,-347.301392,491.50061,-593.252625,-0.174465,0.310595,13
426,'2020/05/08 10:59:53:854',13,-450.375031,-168.848801,717.882202,-652.652771,-317.45224,-346.718475,492.273499,-593.25885,-0.170104,0.305874,13
427,'2020/05/08 10:59:53:912',13,-447.033325,-167.99144,716.133179,-651.691345,-318.09491,-347.595306,490.880768,-592.918091,-0.171945,0.307647,13
428,'2020/05/08 10:59:53:974',13,-443.43811,-166.967957,717.34845,-651.806946,-316.818329,-348.622925,492.238708,-592.522461,-0.177579,0.313021,13
429,'2020/05/08 10:59:54:040',13,-451.409515,-170.264664,717.523804,-652.106628,-318.298248,-347.585327,492.116943,-592.864929,-0.172788,0.305749,13
430,'2020/05/08 10:59:54:111',13,-451.674164,-170.792572,717.662476,-652.641296,-318.553192,-346.261261,491.950897,-592.702332,-0.178492,0.307741,13
431,'2020/05/08 10:59:54:173',13,-450.512634,-169.872116,717.761719,-652.099182,-318.491333,-346.380188,492.112122,-592.237244,-0.18212,0.310194,13
432,'2020/05/08 10:59:54:233',13,-451.403381,-170.175735,718.903992,-652.204529,-318.50946,-346.31842,493.071716,-592.082031,-0.180487,0.308673,13
433,'2020/05/08 10:59:54:293',13,-451.064697,-168.214203,719.407043,-653.111572,-318.167847,-345.658783,492.734863,-594.82373,-0.17944,0.313682,13
434,'2020/05/08 10:59:54:353',13,-454.62735,-170.279282,717.763794,-655.858337,-318.29776,-345.943573,492.028656,-594.697266,-0.181198,0.312843,13
435,'2020/05/08 10:59:54:413',13,-445.609222,-163.575043,717.185303,-657.671387,-317.21637,-346.609955,491.153198,-597.6828,-0.179583,0.321531,13
436,'2020/05/08 10:59:54:475',13,-445.885468,-164.942398,717.90332,-657.110168,-317.346649,-346.662567,491.393127,-598.554504,-0.1778,0.318751,13
437,'2020/05/08 10:59:54:537',13,-452.101166,-168.773224,717.583618,-655.757263,-318.062256,-345.239563,491.132385,-598.009094,-0.173653,0.309124,13
438,'2020/05/08 11:00:28:000',14,-375.760559,-132.531097,535.507324,-157.320801,-261.930176,-322.034485,405.709625,-335.698242,-0.201126,-0.129123,14
439,'2020/05/08 11:00:28:062',14,-372.053558,-132.047241,533.430298,-159.294525,-260.552216,-323.015503,406.440552,-335.901581,-0.203878,-0.132285,14
440,'2020/05/08 11:00:28:125',14,-370.986603,-132.838577,532.850037,-158.86409,-262.008575,-323.152496,406.631042,-335.08313,-0.208548,-0.147318,14
441,'2020/05/08 11:00:28:187',14,-375.635437,-134.196533,534.238342,-159.509552,-261.960571,-323.117859,406.762726,-335.084503,-0.214693,-0.13818,14
442,'2020/05/08 11:00:28:249',14,-373.225677,-131.744659,534.696472,-158.052399,-261.910858,-322.845581,406.848877,-334.504456,-0.210914,-0.145824,14
443,'2020/05/08 11:00:28:315',14,-374.331787,-133.423294,534.024109,-158.575089,-262.061249,-323.019562,407.044647,-334.353363,-0.212682,-0.144871,14
444,'2020/05/08 11:00:28:376',14,-376.695618,-135.604828,535.639771,-158.746307,-262.354797,-323.879669,407.019562,-334.940094,-0.21001,-0.143951,14
445,'2020/05/08 11:00:28:439',14,-377.141541,-135.577118,535.855225,-158.771561,-262.283875,-324.226929,407.232452,-334.996948,-0.210301,-0.144651,14
446,'2020/05/08 11:00:28:500',14,-375.604797,-133.939285,537.102539,-157.511612,-261.122772,-321.861389,409.333069,-335.224976,-0.21923,-0.140217,14
447,'2020/05/08 11:00:28:560',14,-375.788971,-134.829712,538.085083,-159.690964,-261.575806,-322.355865,411.009918,-335.571167,-0.21177,-0.144239,14
448,'2020/05/08 11:00:28:622',14,-374.375702,-133.007507,538.881958,-158.478714,-261.081573,-321.896423,410.357605,-334.966827,-0.213652,-0.14226,14
449,'2020/05/08 11:00:28:684',14,-371.891266,-132.839951,538.74939,-158.186157,-258.629028,-322.336487,410.597107,-335.279175,-0.206892,-0.133143,14
450,'2020/05/08 11:00:28:745',14,-371.870697,-132.835251,538.769958,-158.190308,-258.631378,-322.318024,410.600861,-335.287628,-0.206964,-0.133052,14
451,'2020/05/08 11:00:28:809',14,-374.023071,-132.911179,539.53125,-157.548508,-259.241333,-321.83902,409.405396,-334.831421,-0.192726,-0.134682,14
452,'2020/05/08 11:00:28:874',14,-372.004364,-131.327621,539.044922,-157.999222,-258.643799,-321.802521,409.708191,-335.186859,-0.191866,-0.135956,14
453,'2020/05/08 11:00:28:946',14,-372.675507,-133.746185,539.422424,-158.055847,-259.015442,-322.223053,409.774109,-334.691223,-0.194304,-0.134964,14
454,'2020/05/08 11:00:29:015',14,-372.694275,-133.592407,539.520996,-157.971848,-258.982666,-322.165009,409.857178,-334.632874,-0.194253,-0.135035,14
455,'2020/05/08 11:00:29:079',14,-372.69455,-133.592041,539.520569,-157.970337,-258.982849,-322.164581,409.857239,-334.631622,-0.194248,-0.135037,14
456,'2020/05/08 11:00:29:140',14,-373.900452,-134.436584,538.389526,-157.851364,-259.01593,-322.3703,409.952637,-334.309113,-0.196652,-0.132878,14
457,'2020/05/08 11:00:29:201',14,-374.354645,-134.34436,538.817932,-158.179123,-259.273132,-322.526978,410.013367,-334.81955,-0.199204,-0.131763,14
458,'2020/05/08 11:00:29:262',14,-373.957489,-134.984665,538.578247,-157.872665,-259.259583,-322.455536,410.153717,-334.273865,-0.196169,-0.132671,14
459,'2020/05/08 11:00:29:323',14,-374.940857,-134.943237,538.810852,-157.534622,-259.418182,-322.936798,410.436218,-333.807281,-0.195926,-0.134447,14
460,'2020/05/08 11:00:29:386',14,-375.496704,-135.114487,539.709717,-158.252518,-259.506409,-323.316956,410.614899,-333.833099,-0.20322,-0.133817,14
461,'2020/05/08 11:00:29:450',14,-370.674866,-132.629761,540.341064,-155.875412,-256.440796,-322.818481,412.499908,-334.673309,-0.197849,-0.140488,14
462,'2020/05/08 11:00:59:450',15,-568.226563,-613.905518,-212.56575,-921.14386,-360.03537,-603.362488,-17.53208,-804.577454,0.365199,-0.825085,15
463,'2020/05/08 11:00:59:515',15,-567.568115,-612.343018,-212.877487,-922.557739,-360.752045,-603.143921,-17.493322,-805.793518,0.364604,-0.82616,15
464,'2020/05/08 11:00:59:578',15,-571.097412,-615.04364,-212.856155,-923.560852,-363.315918,-603.094177,-17.986462,-805.595337,0.369825,-0.834081,15
465,'2020/05/08 11:00:59:641',15,-569.613464,-615.098328,-212.205536,-921.695313,-363.083771,-602.001282,-17.307415,-805.166016,0.370519,-0.790446,15
466,'2020/05/08 11:00:59:704',15,-573.604248,-615.903442,-213.535751,-922.593384,-364.860718,-604.834534,-18.159449,-804.187378,0.372396,-0.837594,15
467,'2020/05/08 11:00:59:768',15,-571.854614,-616.22876,-212.193268,-921.828979,-363.431366,-603.718933,-17.172485,-804.205994,0.372967,-0.818749,15
468,'2020/05/08 11:00:59:828',15,-571.856262,-616.219543,-212.205017,-921.812683,-363.436462,-603.714111,-17.180517,-804.198242,0.373005,-0.818755,15
469,'2020/05/08 11:00:59:890',15,-571.813354,-616.225281,-212.255127,-921.731201,-363.47406,-603.723511,-17.212137,-804.16095,0.373334,-0.818891,15
470,'2020/05/08 11:00:59:952',15,-573.120056,-618.106567,-212.677292,-921.50116,-364.443726,-605.082275,-17.990559,-803.031982,0.368892,-0.827322,15
471,'2020/05/08 11:01:00:023',15,-571.750549,-617.18103,-209.063873,-922.494446,-363.067566,-607.128357,-15.524775,-803.10437,0.368517,-0.860283,15
472,'2020/05/08 11:01:00:092',15,-572.376343,-617.139038,-209.254639,-923.382141,-363.161346,-607.605469,-15.799016,-802.969971,0.366842,-0.854987,15
473,'2020/05/08 11:01:00:158',15,-569.242126,-617.772156,-210.465714,-921.950134,-361.230011,-608.330444,-17.16736,-802.13446,0.352108,-0.866459,15
474,'2020/05/08 11:01:00:224',15,-567.770935,-618.467102,-210.158569,-923.552979,-360.775635,-606.018982,-17.341673,-802.90509,0.356911,-0.867351,15
475,'2020/05/08 11:01:00:289',15,-567.981873,-618.587524,-210.285294,-923.354736,-361.327911,-606.298035,-16.45735,-803.17157,0.362662,-0.8534,15
476,'2020/05/08 11:01:00:350',15,-569.453125,-620.175964,-209.743851,-921.22052,-363.082275,-607.551453,-15.596032,-801.670288,0.382515,-0.880315,15
477,'2020/05/08 11:01:00:413',15,-569.653015,-620.162903,-209.982483,-920.953857,-363.176239,-607.549622,-15.763089,-801.596069,0.383101,-0.879483,15
478,'2020/05/08 11:01:00:481',15,-573.953796,-621.13092,-209.717285,-922.336792,-364.5159,-609.044617,-15.610963,-802.226624,0.382842,-0.843559,15
479,'2020/05/08 11:01:00:546',15,-574.526184,-621.270752,-210.937302,-922.403931,-365.557922,-608.115295,-16.210541,-803.727417,0.380703,-0.813014,15
480,'2020/05/08 11:01:00:608',15,-574.667908,-621.275757,-211.106979,-922.444458,-365.586517,-608.123047,-16.331554,-803.809753,0.380096,-0.812531,15
481,'2020/05/08 11:01:00:670',15,-573.648315,-620.493713,-211.233383,-924.314697,-365.659729,-606.754578,-16.958683,-804.205322,0.3805,-0.819418,15
482,'2020/05/08 11:01:00:735',15,-570.843018,-619.238831,-209.858856,-929.559265,-362.027405,-607.629211,-17.13492,-805.450562,0.367308,-0.855494,15
483,'2020/05/08 11:01:00:799',15,-571.564697,-620.506836,-209.580002,-930.483215,-361.298218,-608.407349,-16.70076,-806.186218,0.367746,-0.851157,15
484,'2020/05/08 11:01:00:862',15,-570.416809,-622.439209,-210.013321,-931.212158,-362.424133,-605.71637,-16.655788,-806.678955,0.364355,-0.818526,15
485,'2020/05/08 11:01:00:925',15,-569.331055,-624.369751,-209.159073,-930.69574,-359.71402,-607.646912,-15.903473,-806.48114,0.364524,-0.800117,15
486,'2020/05/08 11:01:00:990',15,-568.798401,-622.940552,-208.71225,-930.25885,-360.726471,-606.920959,-15.391782,-806.9198,0.362571,-0.822942,15
487,'2020/05/08 11:01:01:056',15,-569.368896,-622.620544,-207.818954,-932.510803,-357.889587,-607.658386,-14.014811,-808.230896,0.371438,-0.785985,15
488,'2020/05/08 11:01:01:123',15,-566.227905,-623.808838,-210.065079,-929.321167,-356.468292,-605.993652,-14.430344,-807.647461,0.370145,-0.796616,15
489,'2020/05/08 11:01:01:186',15,-566.442871,-624.44751,-209.948105,-929.977173,-355.519104,-606.708801,-14.227048,-809.170593,0.354024,-0.75706,15
490,'2020/05/08 11:01:01:253',15,-565.896301,-623.981262,-210.330276,-929.254028,-354.896851,-607.003357,-14.083639,-809.049561,0.354969,-0.771125,15
491,'2020/05/08 11:01:01:317',15,-566.643066,-623.0271,-210.112411,-931.192688,-354.513611,-606.233398,-14.774948,-808.165649,0.349635,-0.77616,15
492,'2020/05/08 11:01:01:383',15,-567.867065,-624.788269,-210.780533,-928.942749,-354.958008,-607.460205,-14.06531,-807.237,0.347294,-0.782427,15
493,'2020/05/08 11:01:01:447',15,-568.062195,-625.718262,-211.954773,-922.211792,-356.878143,-608.233093,-14.136508,-804.359924,0.356668,-0.787503,15
494,'2020/05/08 11:01:01:513',15,-568.058899,-625.711914,-211.953796,-922.210083,-356.878296,-608.22876,-14.135942,-804.358521,0.35668,-0.787507,15
495,'2020/05/08 11:01:01:592',15,-568.058167,-625.709778,-211.953995,-922.208679,-356.878357,-608.227417,-14.136031,-804.357666,0.356685,-0.787509,15
496,'2020/05/08 11:01:01:657',15,-567.701965,-624.960999,-211.832474,-921.541626,-356.97818,-607.919922,-14.014035,-803.940796,0.360855,-0.7894,15
497,'2020/05/08 11:01:01:722',15,-564.657349,-620.855896,-209.027786,-921.425049,-354.240601,-604.364441,-11.820778,-801.114868,0.366107,-0.813475,15
